"years","initN","mean","lcl","ucl"
2022,100,200,200,200
2023,100,189.429829929224,165,219
2024,100,179.398901409752,141,223
2025,100,169.544087933403,105,223
2026,100,159.9714124072,52,222
2027,100,150.788138919999,47,219
2028,100,142.175982265532,43,216
2029,100,133.835124868666,40,212
2030,100,125.808119061089,37,207
2031,100,118.221120873792,35,201
2032,100,110.704540993638,33,195
2033,100,103.648962025609,31,189
2034,100,96.7945497685051,29,182
2035,100,90.3018640819296,27,175
2036,100,84.1299257600074,26,167
2037,100,78.2429627876367,24,159
2038,100,72.6941872279503,23,152
2039,100,67.3424218632737,22,144
2040,100,62.3515315606563,20,136
2041,100,57.4975060904504,19,128
2042,100,52.9538020574754,18,119
2043,100,48.6635098313147,17,111
2044,100,44.552435602868,16,100
2045,100,40.7107238110633,15,90
2046,100,37.1061066146332,14,76
2047,100,33.6974402789484,13,58
2048,100,30.4941808777176,13,45
2049,100,27.4902206417199,12,39
2050,100,24.7060015471476,11,34
2051,100,22.0498406668899,10,31
2052,100,19.5975193682096,9,28
2022,150,300,300,300
2023,150,281.191951219512,245,327
2024,150,263.273066202091,199,331
2025,150,246.463135888502,77,331
2026,150,230.369111498258,68,327
2027,150,215.379111498258,62,321
2028,150,200.757055749129,57,313
2029,150,186.914782229965,53,306
2030,150,173.732848432056,49,296
2031,150,161.013484320557,45,286
2032,150,149.150653310105,42,274
2033,150,138.292108013937,39,263
2034,150,127.862979094077,37,251
2035,150,117.68574912892,34,239
2036,150,108.294921602787,32,225
2037,150,99.2936759581882,30,213
2038,150,91.0233449477352,28,200
2039,150,83.2192595818815,26,188
2040,150,75.8417073170732,25,174
2041,150,69.3907317073171,23,161
2042,150,63.0422909407665,22,149
2043,150,57.1306707317073,20,137
2044,150,51.6898780487805,19,125
2045,150,46.594181184669,18,111
2046,150,41.7725174216028,17,94
2047,150,37.5382665505226,16,73
2048,150,33.6601480836237,15,49
2049,150,29.8874303135889,14,40
2050,150,26.56143728223,13,35
2051,150,23.502787456446,12,31
2052,150,20.7213414634146,11,28
2022,200,400,400,400
2023,200,372.601026963063,324,435
2024,200,346.254099399882,240,440
2025,200,320.623848364466,97.5,437
2026,200,298.397831966867,88,430
2027,200,275.77345532922,79,421
2028,200,254.825099315358,71.75,409
2029,200,235.329093060603,65,396
2030,200,216.627208181895,60,380
2031,200,199.761622009974,55,365
2032,200,183.108486180374,51,348
2033,200,167.339383822162,47,329
2034,200,152.760037190432,43,310
2035,200,139.334692756318,40,292
2036,200,127.993005663088,37,274
2037,200,116.464838137097,33,256
2038,200,105.300270475868,31,238
2039,200,95.0242583044544,29,217
2040,200,86.2277280027048,26,201
2041,200,77.8529921392951,25,182
2042,200,69.8388766799087,23,164
2043,200,63.0524892232271,22,150
2044,200,56.4412982841687,20,133
2045,200,50.5000845237089,19,116
2046,200,44.6611021891641,17,98
2047,200,39.7277280027048,16,80
2048,200,35.0700701546784,15,53
2049,200,31.0755430648297,14,42
2050,200,27.4459470881582,13,36
2051,200,24.0126785563351,12,31
2052,200,20.9690009297608,11,28
2022,250,500,500,500
2023,250,463.045206871075,402,545
2024,250,428.660371259697,143.225,551
2025,250,398.702114887329,120,546
2026,250,366.065386036202,106,536
2027,250,336.065570742519,96,521
2028,250,311.237809383081,87,508
2029,250,287.523272995936,78,496
2030,250,263.655291835981,71,477.7
2031,250,241.301302179535,64,459.7
2032,250,221.332563723679,58,438
2033,250,201.971739933506,53,411
2034,250,183.639915035094,48,389
2035,250,167.752632065017,43,364.7
2036,250,150.77793683044,39,338
2037,250,135.640099741411,35,306
2038,250,122.406169190986,32,279
2039,250,110.798993350573,29,254
2040,250,99.4096324344293,27,228
2041,250,88.7468599926117,24,205
2042,250,78.6017270040635,23,181.7
2043,250,69.6659124492058,21,159.7
2044,250,60.8757388252678,20,138
2045,250,53.9794975988179,18,123
2046,250,47.5621998522349,17,107
2047,250,42.1967584041374,16,87.6999999999998
2048,250,37.1939416328038,15,67
2049,250,32.2701329885482,14,45
2050,250,28.0016623568526,13,36
2051,250,24.4759881787957,12,32
2052,250,21.0500554118951,11,28
