"years","initN","mean","lcl","ucl"
2022,200,500,500,500
2023,200,447.087533156499,366.6,539.8
2024,200,405.881962864721,116.45,538.4
2025,200,359.64124668435,99,539.4
2026,200,319.519230769231,92,515.4
2027,200,282.027851458886,76.9,495.6
2028,200,253.407161803714,60,492.8
2029,200,224.029840848806,29.6,471.4
2030,200,205.188328912467,25.75,448
2031,200,181.781830238727,23,433.4
2032,200,159.887267904509,21,403
2033,200,139.864721485411,19,369.2
2034,200,122.407161803714,17,342.2
2035,200,109.071618037135,16,320.2
2036,200,92.5809018567639,14,253.2
2037,200,78.315649867374,13,206
2038,200,68.617374005305,12,156.600000000001
2039,200,61.959549071618,11,137.6
2040,200,51.566976127321,10,99.8000000000001
2041,200,44.5364721485411,8,82.4
2042,200,39.4277188328912,8,72
2043,200,34.1631299734748,7,66
2044,200,26.7745358090186,6,57.1
2045,200,21.2758620689655,6,51.85
2046,200,16.8945623342175,5,41
2047,200,14.3972148541114,5,32.2000000000001
2048,200,12.1193633952255,4,24
2049,200,10.6690981432361,3,16.4
2050,200,9.23342175066313,3,12
2051,200,7.58819628647215,2,10
2052,200,5.94429708222812,2,9
2022,225,550,550,550
2023,225,487.024163568773,152.1,592.2
2024,225,432.977695167286,127.6,591.6
2025,225,396.385687732342,111.6,591.8
2026,225,347.552044609665,99.95,575.2
2027,225,314.340148698885,80.8,563.6
2028,225,277.983271375465,38.2,519.2
2029,225,241.432156133829,34.8,499
2030,225,214.344795539033,26,480.2
2031,225,188.39405204461,23,443.2
2032,225,167.184944237918,21.8,415.6
2033,225,148.838289962825,19.8,388.8
2034,225,130.028810408922,18,349.6
2035,225,113.276022304833,15.9,326.2
2036,225,97.050185873606,14.8,296
2037,225,86.0827137546468,13,264.2
2038,225,77.564126394052,12.7,212.6
2039,225,63.9479553903346,12,138.2
2040,225,56.6635687732342,11,115.4
2041,225,49.4442379182156,10,96.2
2042,225,42.4024163568773,9,83.6000000000001
2043,225,34.8066914498141,8,74.4
2044,225,30.7295539033457,8,64.8000000000001
2045,225,23.5539033457249,7,53
2046,225,20.7444237918216,6,48
2047,225,18.0288104089219,5,42.2
2048,225,15.1533457249071,5,37.2
2049,225,12.2788104089219,4,29.2
2050,225,9.40985130111524,3.8,13
2051,225,8.08364312267658,3,11
2052,225,6.09851301115242,2,9
2022,250,600,600,600
2023,250,549.931914893617,479.4,654.2
2024,250,482.381914893617,138.4,664.8
2025,250,420.154255319149,121.2,629.2
2026,250,366.368085106383,102.95,618
2027,250,331.054255319149,92.2,596.6
2028,250,283.431914893617,76.8,567.2
2029,250,259.062765957447,59.8,542
2030,250,233.013829787234,37.8,514.4
2031,250,199.906382978723,31.4,439.8
2032,250,173.073404255319,26.4,418
2033,250,147.508510638298,24,379.4
2034,250,125.495744680851,22.5,339.6
2035,250,104.971276595745,20.35,277.8
2036,250,93.8063829787234,16.5,242.2
2037,250,80.4989361702128,16,199
2038,250,63.9744680851064,14,131
2039,250,52.8968085106383,13,106.6
2040,250,44.7042553191489,12,90.8
2041,250,38.8457446808511,10,84.6
2042,250,33.4723404255319,9.4,72
2043,250,27.2329787234043,8,56.6
2044,250,24.7936170212766,7,51.6
2045,250,21.631914893617,6,49
2046,250,18.5904255319149,6,40.6
2047,250,14.4744680851064,5,31.9
2048,250,12.3212765957447,4,23
2049,250,10.8255319148936,4,16
2050,250,9.39148936170213,3,13
2051,250,7.71595744680851,3,10
2052,250,6.15744680851064,2,9
2022,275,650,650,650
2023,275,552.868131868132,159.125,704.6
2024,275,507.146978021978,147.125,694.8
2025,275,449.747252747253,128,698.9
2026,275,393.728021978022,114.2,671.7
2027,275,359.519230769231,97,662.9
2028,275,335.06456043956,73.7,639.4
2029,275,282.943681318681,37.3,590.8
2030,275,246.306318681319,32.3,568
2031,275,223.550824175824,28.1,549.3
2032,275,188.931318681319,25.775,504
2033,275,157.982142857143,24,416
2034,275,133.138736263736,20,334.3
2035,275,117.987637362637,20,316
2036,275,105.395604395604,17.05,277.7
2037,275,91.8557692307692,17,240.3
2038,275,80.9450549450549,15,187.6
2039,275,65.4491758241758,14,122.9
2040,275,54.8791208791209,13,103.8
2041,275,47.3667582417582,11.775,92
2042,275,37.7568681318681,10.1,78.8
2043,275,30.7554945054945,9,67.7
2044,275,24.8447802197802,8,53.7
2045,275,21.3282967032967,7,43.9
2046,275,18.8255494505494,7,39
2047,275,15.5384615384615,6,30.8
