"years","initN","mean","lcl","ucl"
2048,275,12.8667582417582,5.1,24
2049,275,10.5274725274725,4.325,14.9
2050,275,8.57692307692308,4,12
2051,275,7.42445054945055,3,10
2052,275,6.21153846153846,2,9
2022,300,700,700,700
2023,300,635.36641221374,543,769
2024,300,557.461832061069,166,779
2025,300,486.152671755725,141,764
2026,300,437.898854961832,127,729
2027,300,383.998091603053,109,705
2028,300,342.835877862595,90,699
2029,300,294.166030534351,54,644
2030,300,262.263358778626,38,614
2031,300,232.648854961832,35,577
2032,300,212.864503816794,29.5,540
2033,300,182.847328244275,27,509
2034,300,163.362595419847,22,459
2035,300,141.530534351145,20,366
2036,300,114.536259541985,19,316
2037,300,100.385496183206,17,268
2038,300,75.1984732824427,15,176
2039,300,63.4828244274809,14,139
2040,300,58.3625954198473,13,128
2041,300,52.6698473282443,12,114
2042,300,48.4045801526718,11,97
2043,300,39.1374045801527,10,69
2044,300,32.6393129770992,9,62
2045,300,27.9408396946565,8,55
2046,300,23.456106870229,7,49
2047,300,17.3530534351145,7,35
2048,300,14.5553435114504,6,23
2049,300,11.7118320610687,5,17
2050,300,10.0648854961832,5,12
2051,300,8.18893129770992,4,10
2052,300,6.55152671755725,3,9
