"years","V2","V3","V4"
2023,74,74,74
2024,75,76,72
2025,71,78,85
2026,72,81,84
2027,71,87,90
2028,69,101,94
2029,68,96,92
2030,63,87,99
2031,65,87,94
2032,56,81,90
2033,65,77,96
2034,59,75,114
2035,63,69,102
2036,50,74,99
2037,54,81,105
2038,51,72,109
2039,44,75,107
2040,45,82,123
2041,46,79,102
2042,49,76,106
2043,51,70,103
2044,49,69,125
2045,55,63,131
2046,53,63,110
2047,52,64,101
2048,55,57,110
2049,61,56,122
2050,63,54,121
2051,62,57,122
2052,68,58,103
2053,80,57,119
