"years","initN","mean","lcl","ucl"
2022,100,200,200,200
2023,100,192.074646435686,167,219
2024,100,184.390091054242,150,223
2025,100,176.857945248817,136,224
2026,100,169.550383841579,122,223
2027,100,162.487950266193,110,221
2028,100,155.577159448731,98,218
2029,100,148.838541228985,86,214
2030,100,142.365244541442,73,209
2031,100,136.024281749111,63,205
2032,100,129.912871298141,56.75,199
2033,100,123.994017459478,52,194
2034,100,118.246863522445,49,188
2035,100,112.634303153285,46,181
2036,100,107.178050094663,43,174
2037,100,101.987198895683,41,167
2038,100,96.9343669209133,39,160
2039,100,91.982749373446,37,152
2040,100,87.2510720623637,35,144
2041,100,82.6761963845237,34,136
2042,100,78.2196578545406,32,128
2043,100,73.9017947621566,31,119
2044,100,69.7642309327375,29,110
2045,100,65.7293039442009,28,102
2046,100,61.8306654325077,27,94
2047,100,58.0357809310074,26,86
2048,100,54.4260252252876,24,79
2049,100,50.9469536127575,23,73
2050,100,47.5432439680272,22,67
2051,100,44.3087514891471,21,62
2052,100,41.153315422374,20,57
2022,150,300,300,300
2023,150,286.125714701579,249,329
2024,150,272.67760427552,219,335
2025,150,259.63155734034,187,337
2026,150,246.878594034574,101,336
2027,150,234.810591019019,80,333
2028,150,223.114133923506,73,329
2029,150,211.681517406622,68,324
2030,150,200.758331964888,63,318
2031,150,190.044233123339,60,312
2032,150,179.996600035828,56,305
2033,150,170.008365553996,53,296
2034,150,160.418380333204,51,288
2035,150,151.134169826531,48,278
2036,150,142.331606604365,46,269
2037,150,133.768520661034,44,258
2038,150,125.559348222017,41,248
2039,150,117.66786343415,39,237
2040,150,110.05318835279,38,226
2041,150,102.99329897292,36,214
2042,150,96.0537556355059,34,202
2043,150,89.2722583823486,33,188
2044,150,82.7703811244141,31,172
2045,150,76.6141283253217,30,154
2046,150,70.73496514197,29,131
2047,150,65.0668684501239,27,106
2048,150,59.7055018959186,26,89
2049,150,54.65010972442,25,77
2050,150,49.8267492461111,24,68
2051,150,45.2991707222405,22.5,62
2052,150,40.886306467023,21,57
2022,200,400,400,400
2023,200,379.26060124363,331,438
2024,200,359.741888353827,285,446
2025,200,340.445252232456,136.3,447
2026,200,322.184954883351,103,446
2027,200,304.250510386959,93,441
2028,200,287.315508750604,86,435
2029,200,270.946214565119,80,427
2030,200,254.998542864712,75,417
2031,200,239.836306045163,70,407
2032,200,225.203371670797,65.5,396
2033,200,211.46341187838,62,383
2034,200,197.941473031309,58,369
2035,200,185.06666588745,55,356
2036,200,172.859861766952,52,343
2037,200,161.292673804292,50,328
2038,200,149.944356133215,47,314
2039,200,139.254768806396,45,299
2040,200,129.001492200041,42.75,282
2041,200,119.400875839606,41,267
2042,200,110.329445041844,39,252
2043,200,101.447718453411,37,234
2044,200,93.3125749996104,35,217
2045,200,85.4865701996353,33,198
2046,200,77.9830403478423,32,175
2047,200,70.9243341593031,30,144
2048,200,64.4230991007839,29,100
2049,200,58.2098508579176,27,80
2050,200,52.4112589025512,26,69
2051,200,47.0491374070784,25,62
2052,200,41.8165801736095,23,57
2022,250,500,500,500
2023,250,471.500829490496,412,546
2024,250,445.598076706782,350,554
2025,250,419.006586716905,138,554
2026,250,393.685946462715,120,550
2027,250,370.759173602519,109.325,542
2028,250,348.114251771454,100.25,532
2029,250,326.056939601845,93,521
2030,250,304.352962265212,86,505
2031,250,285.062900686087,81,491
2032,250,266.390725171522,76,475
2033,250,248.54058176808,71,458
2034,250,230.981709031605,67,440
2035,250,215.123931503768,63,422
2036,250,199.739167416489,59,403
2037,250,185.127586885615,55.325,384
2038,250,170.902703576651,53,365
2039,250,157.454588910134,50,344
2040,250,145.204223371949,47,324
2041,250,133.351380609605,45,303
2042,250,122.62470475762,42,284
2043,250,112.284430885165,40,264
2044,250,102.485990046114,38,244
2045,250,93.1687521088741,36,222
2046,250,84.6743406253515,34,200
2047,250,76.4854487684175,33,171
2048,250,68.6710648408503,31,115
2049,250,61.2051723653132,29,81
2050,250,54.7488471488022,28,70
2051,250,48.7778511978405,26,63
2052,250,42.9161371049376,25,57
