"years","initN","mean","lcl","ucl"
2022,100,296,296,296
2023,100,291.425058548009,258.6,328
2024,100,281.628220140515,234,338
2025,100,270.435011709602,206.6,343
2026,100,384.790398126464,314.4,471.4
2027,100,344.399297423888,162.6,457.2
2028,100,299.343091334895,88.4,451
2029,100,271.933840749415,78,437.4
2030,100,241.494145199063,64,422.4
2031,100,211.545081967213,53,396.2
2032,100,187.258782201405,25,379.4
2033,100,166.145199063232,21,361
2034,100,141.324355971897,18,330
2035,100,122.740046838407,16,302.2
2036,100,107.986533957845,15,277.4
2037,100,91.2382903981265,14,236.8
2038,100,79.1492974238876,13,209.6
2039,100,68.059718969555,11.6,167.8
2040,100,54.3793911007026,10.5,116.4
2041,100,47.7687353629977,10,101
2042,100,37.9074941451991,9,76.7
2043,100,31.632318501171,8,64.4
2044,100,25.9759953161592,7,55
2045,100,21.8108899297424,6,47
2046,100,18.5421545667447,5,41
2047,100,15.3752927400468,5,36.4
2048,100,12.7658079625293,4,28.2000000000001
2049,100,10.5848946135831,4,16.4
2050,100,9.1463700234192,3,13
2051,100,7.81440281030445,2,11
2052,100,5.94379391100703,2,9
2022,150,396,396,396
2023,150,380.875,327,431.5
2024,150,374.377212389381,313,439.5
2025,150,368.008849557522,294.5,451.5
2026,150,472.471238938053,385,566
2027,150,406.226769911504,145.375,560
2028,150,377.630530973451,116.5,563.5
2029,150,333.777654867257,100.625,550.5
2030,150,297.33185840708,87.625,507.5
2031,150,258.401548672566,75,480.5
2032,150,223.75,61,455.5
2033,150,189.066371681416,34.75,422
2034,150,164.747787610619,23.75,377.5
2035,150,148.528761061947,23,352
2036,150,127.703539823009,19,328.5
2037,150,105.580752212389,16,271
2038,150,89.4502212389381,15,235.5
2039,150,72.5973451327434,14,176
2040,150,64.1969026548673,13,143.5
2041,150,58.4159292035398,11.375,135
2042,150,49.516592920354,11,115.5
2043,150,41.1814159292035,10,76.5
2044,150,32.6183628318584,9,67.5
2045,150,26.3672566371681,7.5,55
2046,150,22.3362831858407,6.875,49
2047,150,19.1261061946903,6,42.625
2048,150,15.0453539823009,6,35
2049,150,12.1316371681416,5,30.5
2050,150,9.73008849557522,4,12
2051,150,7.95022123893805,4,10
2052,150,6.51327433628319,3,9
2022,200,496,496,496
2023,200,467.676470588235,421.4,530
2024,200,453.294117647059,367.4,550
2025,200,423.38025210084,317.4,537.4
2026,200,524.090336134454,393.6,673
2027,200,462.466386554622,196.6,641.2
2028,200,416.521008403361,146.55,619.8
2029,200,382.033613445378,121,614
2030,200,317.804621848739,81.55,591.2
2031,200,263.731092436975,54.2,500.6
2032,200,226.932773109244,39,491.8
2033,200,195.529411764706,30.95,446.4
2034,200,163.464285714286,28.8,420.8
2035,200,143.231092436975,22.8,395.8
2036,200,123.109243697479,20,328.2
2037,200,108.365546218487,18,240.2
2038,200,92.75,16,207.6
2039,200,75.7016806722689,14.8,158.4
2040,200,64.8634453781513,12.2,147.4
2041,200,53.9201680672269,11.9,103.2
2042,200,44.5882352941176,10.8,90.2
2043,200,40.9117647058824,10,74
2044,200,35.7415966386555,9,67.2
2045,200,29.4306722689076,8.6,61.2
2046,200,25.3193277310924,6.95,55.6
2047,200,20.6701680672269,6,49.55
2048,200,16.5063025210084,5.95,40.6
2049,200,12.1785714285714,5,24.6
2050,200,10.4117647058824,4,14.2
2051,200,8.20588235294118,3.8,11.1
2052,200,6.13235294117647,3,9
2022,250,596,596,596
2023,250,563.478873239437,480,660
2024,250,530.816901408451,411,667
2025,250,495.510563380282,145,685
2026,250,595.225352112676,253,788
2027,250,511.795774647887,188.25,778
2028,250,456.869718309859,158.5,765
2029,250,395.757042253521,112.75,750
2030,250,349.87676056338,102.5,696
2031,250,307.320422535211,65,596
2032,250,269.433098591549,30,591
2033,250,223.211267605634,28,523
2034,250,178.348591549296,24,457
2035,250,153.165492957746,25,350
2036,250,132.524647887324,25,318
2037,250,107.820422535211,22,246
2038,250,97.9753521126761,20.25,227
2039,250,84.1654929577465,16,225
2040,250,75.7992957746479,15,201
2041,250,58.9718309859155,13,122
2042,250,53.1760563380282,11,104
2043,250,40.7992957746479,10,89
2044,250,37.1021126760563,9,75
2045,250,31.6091549295775,8,65
2046,250,26.5211267605634,7,50
2047,250,21.8450704225352,5,39
2048,250,18.7147887323944,5,27
2049,250,14.8591549295775,4,15
2050,250,9.21830985915493,4,12
2051,250,7.86619718309859,4,10
2052,250,6.73239436619718,4,9
