"years","initN","mean","lcl","ucl"
2022,200,400,400,400
2023,200,367.817737430168,318,436
2024,200,339.929596241747,107.25,437
2025,200,312.783646521077,92,435
2026,200,286.449022346369,82.25,427
2027,200,262.415820213306,74,421
2028,200,240.628047232098,66,407.3
2029,200,219.40686896902,60,392.3
2030,200,199.51593448451,54,376
2031,200,180.221813103098,48,358.3
2032,200,163.772981208735,43,336
2033,200,147.684928897918,38,317
2034,200,133.611985779584,33,293.3
2035,200,120.931119857796,30,273
2036,200,109.435055865922,26,251
2037,200,98.5737049263586,24,230
2038,200,88.5669121381412,21,205
2039,200,78.6710259014728,19,182
2040,200,69.9404520060945,18,163.3
2041,200,62.1776282376841,17,142
2042,200,55.6441086846115,15,126
2043,200,48.6378872524124,14,110.3
2044,200,42.5439944134078,13,93
2045,200,37.3692864398172,12,80
2046,200,32.6816912138141,11,69
2047,200,28.46375063484,10,57
2048,200,24.8799517521585,9,43
2049,200,21.2199720670391,9,29
2050,200,18.0999873031996,8,24
2051,200,15.5278694768918,7,21
2052,200,13.4102971051295,6,19
2022,225,450,450,450
2023,225,414.641308555943,356,490
2024,225,379.366531165312,117,496
2025,225,347.8975029036,103.3,486
2026,225,317.128048780488,91.8,478
2027,225,287.485288424313,80,466
2028,225,262.08362369338,73,451.8
2029,225,236.190282617112,64,435.8
2030,225,213.553232675184,56.8,416
2031,225,192.050135501355,50,395
2032,225,174.218931475029,43,365.8
2033,225,157.051296941541,36.75,342.8
2034,225,142.046554394115,31,322
2035,225,128.057781649245,27,296.8
2036,225,115.400696864111,25,278
2037,225,103.319589624468,22,248.8
2038,225,92.2138985675571,20,215
2039,225,81.5349399922571,18,186.8
2040,225,73.4618660472319,17,167
2041,225,65.4581881533101,16,144
2042,225,58.4126016260163,15,126.8
2043,225,51.2974254742547,13,108
2044,225,44.3266550522648,12,96
2045,225,38.8817266744096,12,86
2046,225,33.7365466511808,11,74
2047,225,28.9172473867596,10,63
2048,225,24.9342818428184,9,50
2049,225,21.2761324041812,8,30
2050,225,18.2708091366628,8,24
2051,225,15.575493612079,7,21
2052,225,13.2748741773132,6,19
2022,250,500,500,500
2023,250,457.515658458244,393,542
2024,250,415.219753747323,124.25,549
2025,250,380.856531049251,110,544
2026,250,347.857334047109,98.25,536.3
2027,250,318.60091006424,90,525
2028,250,287.078158458244,80.675,515.3
2029,250,262.678265524625,72,490.3
2030,250,237.551391862955,62,473
2031,250,214.094619914347,51,455
2032,250,192.943388650964,41,423.9
2033,250,172.419834047109,34,385.9
2034,250,152.47591006424,29,355.3
2035,250,136.954229122056,26,329
2036,250,121.388249464668,23,297
2037,250,107.958645610278,21,262
2038,250,95.5188704496788,19.425,225.3
2039,250,85.481664882227,18,195.3
2040,250,77.0153907922912,17,168.3
2041,250,68.0412205567452,15,148.3
2042,250,59.8408725910064,14,130
2043,250,52.8531852248394,13,114.3
2044,250,47.0665149892934,12.175,101.6
2045,250,41.6891059957173,12,90.3
2046,250,36.5381423982869,11,79
2047,250,31.0145877944325,10,66.65
2048,250,26.9896948608137,9,57
2049,250,22.5638383297645,8,42.3
2050,250,19.1338329764454,8,25
2051,250,15.850374732334,7,21
2052,250,13.3446199143469,6,19
2022,275,550,550,550
2023,275,507.228868194842,435.5,599
2024,275,470.061425501433,145,608
2025,275,429.057306590258,127.625,603
2026,275,388.493553008596,115,592
2027,275,354.640938395415,102,576
2028,275,322.464720630372,91.875,550.5
2029,275,293.574498567335,79,540.5
2030,275,264.775967048711,71.5,525
2031,275,235.573065902579,59,495
2032,275,210.215436962751,44,463.5
2033,275,188.125716332378,38,425.5
2034,275,167.441081661891,30,395
2035,275,147.887535816619,27,362
2036,275,131.520773638968,25,330.5
2037,275,113.864613180516,22.5,278
2038,275,102.16744269341,20.625,249.5
2039,275,91.2064828080229,19,202
2040,275,82.4369627507163,18,178.5
2041,275,71.9663323782235,16,151.5
2042,275,62.3821633237822,15,125
2043,275,53.9745702005731,14,110
2044,275,47.5703796561605,12.375,100
2045,275,42.8726719197708,12,93
2046,275,37.0023280802292,11,80
2047,275,31.2193767908309,10,68
2048,275,26.4597063037249,10,56.5
2049,275,22.5884670487106,9,33
2050,275,18.9829871060172,8,25
2051,275,15.8587034383954,7,21
2052,275,13.3501074498567,7,19
2022,300,600,600,600
2023,300,557.027091254753,485,656
2024,300,502.841254752852,149.125,656.9
2025,300,452.030893536122,130.525,647.9
2026,300,417.051093155894,117,639.9
2027,300,377.271863117871,107,626.9
2028,300,343.056796577947,97,618.7
2029,300,313.955323193916,85,605.9
2030,300,282.141634980989,70,576.8
2031,300,256.662547528517,45.325,551.9
2032,300,230.409458174905,37,536.9
2033,300,208.561311787072,31,491.9
2034,300,185.795865019011,28,450.9
2035,300,162.942252851711,26,409.8
2036,300,145.760218631179,23,389.8
2037,300,128.206986692015,22,339
2038,300,114.090541825095,20.55,294
2039,300,100.719344106464,19,255
2040,300,88.6630228136882,17,193.7
2041,300,79.0589353612167,16,162
2042,300,68.5270912547528,15,134.95
2043,300,60.787072243346,14,118
2044,300,53.2457224334601,13,106
2045,300,45.0917300380228,12,93
2046,300,38.5615494296578,11,85
2047,300,32.7818441064639,10,74
2048,300,27.9531844106464,9,68.9
2049,300,23.682747148289,8,51.9
2050,300,19.3346007604563,8,25
2051,300,15.7131653992395,7,21
2052,300,13.1451996197719,6,19
