"initial.pop","S.ad","S.jw","S.jhs","S.imm","S.sub","Prod.Rates","philopatry","site.fidelity","number.HS.birds","years.HS"
37,0.78,0.2,0.2,0.4,0.78,0.14,0.4,1,140,5
37,0.84,0.3,0.3,0.55,0.84,0.32,0.4,1,140,5
37,0.9,0.4,0.4,0.7,0.9,0.5,0.4,1,140,5
