"years","initN","mean","lcl","ucl"
2022,100,200,200,200
2023,100,172.745183887916,51,218
2024,100,148.682574430823,45,213
2025,100,129.358581436077,38.75,210
2026,100,111.527145359019,33,204
2027,100,97.4881786339755,25.5,195
2028,100,84.0595446584939,16,188
2029,100,71.8200525394046,11,175
2030,100,61.7202276707531,10,160
2031,100,51.5490367775832,8,145
2032,100,43.6532399299475,8,119
2033,100,37.3594570928196,7,107
2034,100,31.7552539404553,6,78
2035,100,26.0910683012259,5,50
2036,100,21.5893169877408,4.75,42
2037,100,16.7320490367776,4,34
2038,100,13.8769702276708,3,28
2039,100,11.7302977232925,3,25
2040,100,9.90542907180385,2,21
2041,100,7.96409807355517,2,17
2042,100,6.43563922942207,1,12
2043,100,5.20227670753065,1,9
2044,100,4.10814360770578,0,7
2045,100,3.18870402802102,0,6
2046,100,2.47416812609457,0,5
2047,100,1.90718038528897,0,4
2048,100,1.32049036777583,0,3
2049,100,0.867338003502627,0,2
2050,100,0.498248686514886,0,2
2051,100,0.204903677758319,0,1
2052,100,0.000875656742556918,0,0
2022,150,300,300,300
2023,150,260.418831168831,77.5,318.7
2024,150,228.668831168831,70.4,321
2025,150,203.201298701299,59.3,322.7
2026,150,161.797077922078,48,302.1
2027,150,129.094155844156,28.6,285
2028,150,108.887987012987,17.225,251.9
2029,150,91.5292207792208,14.5,235.8
2030,150,80.6753246753247,12,219.8
2031,150,74.4220779220779,10,212.3
2032,150,60.1915584415584,9.3,181.3
2033,150,49.8068181818182,9,146
2034,150,40.0113636363636,8,87.8000000000001
2035,150,30.5584415584416,7,61.5500000000001
2036,150,25.6655844155844,6.15,56.7
2037,150,21.9058441558442,5,50
2038,150,16.8912337662338,4,44.4
2039,150,14.6185064935065,3,40.1000000000001
2040,150,11.9366883116883,3,33.4
2041,150,9.61201298701299,2,23
2042,150,7.68181818181818,2,16
2043,150,6.13961038961039,1,10
2044,150,4.8961038961039,1,7.35000000000001
2045,150,3.61201298701299,0,6
2046,150,2.89285714285714,0,5
2047,150,2.24188311688312,0,4
2048,150,1.66883116883117,0,3
2049,150,0.952922077922078,0,2
2050,150,0.543831168831169,0,2
2051,150,0.266233766233766,0,1
2052,150,0,0,0
2022,200,400,400,400
2023,200,345.904545454545,113,431
2024,200,290.85,79.3,415
2025,200,235.668181818182,73.9,443
2026,200,207.845454545455,61,400
2027,200,165.277272727273,30.9,388
2028,200,136.427272727273,20.4,313.2
2029,200,119.218181818182,16.4,332.4
2030,200,103.195454545455,14.4,298
2031,200,81.9,11.4,278.6
2032,200,72.4,9.85,224
2033,200,67.8409090909091,8.4,210.6
2034,200,58.6045454545455,8,211.6
2035,200,44.8954545454545,7,103.4
2036,200,28.6,7,62.2
2037,200,25.2318181818182,7,50.2
2038,200,21.5318181818182,6,46.8
2039,200,17.0772727272727,5.4,28.6
2040,200,11.7409090909091,4.4,21.6
2041,200,10.25,3.4,15.8
2042,200,8.63181818181818,3,13
2043,200,6.56818181818182,2.4,9.6
2044,200,5.43636363636364,2,8
2045,200,4.69090909090909,1,6
2046,200,3.77727272727273,0,5
2047,200,2.49090909090909,0,5
2048,200,1.63636363636364,0,3
2049,200,1.10909090909091,0,2.6
2050,200,0.709090909090909,0,2
2051,200,0.236363636363636,0,1
2052,200,0,0,0
2022,250,500,500,500
2023,250,476.4125,417,540.1
2024,250,419.55,118.8,556.6
2025,250,320.4375,104.725,559.7
2026,250,271.625,90.35,532.1
2027,250,233.7125,63.575,470.4
2028,250,202.825,47.9,479.3
2029,250,157.3,28.975,419
2030,250,143.3875,18.775,359.3
2031,250,91.9875,14.5,230.5
2032,250,83.35,13.4,173
2033,250,72.0375,12.4,129.6
2034,250,55.15,12.3,119.5
2035,250,45.1625,8.7,124.9
2036,250,39.5125,8.7,126.8
2037,250,32.4875,7.8,73.3000000000001
2038,250,28.0625,4.95,70.6000000000001
2039,250,23.7125,4,54.5000000000001
2040,250,17.8,2.9,43.7
2041,250,8.6875,2.8,20.65
2042,250,6.6375,1.9,18
2043,250,5.35,1,9.90000000000001
2044,250,4.0625,0.9,6.2
2045,250,2.8,0,5
2046,250,2.3,0,5
2047,250,1.65,0,4
2048,250,1.05,0,3
2049,250,0.7,0,2
2050,250,0.45,0,1
2051,250,0.25,0,1
2052,250,0,0,0
