"initial.pop","S.ad","S.jw","S.jhs","S.imm","S.sub","Prod.Rates","philopatry","site.fidelity","number.HS.birds","years.HS"
200,0.78,0.278,0.278,0.78,0.4,0.14,0.3,0.3,0,5
252,0.85,0.326,0.326,0.85,0.55,0.25,0.5,0.6,0,5
300,0.92,0.378,0.378,0.92,0.7,0.52,0.7,0.9,0,5
