"years","initN","mean","lcl","ucl"
2022,100,200,200,200
2023,100,179.978430254656,148,217
2024,100,162.298080577727,48.25,218
2025,100,145.547605473204,42,215
2026,100,128.484321550741,37,207
2027,100,114.050361079437,33,199
2028,100,100.9276890916,29,192
2029,100,88.3242113264918,25,177
2030,100,78.1390155834284,21,166
2031,100,69.6754085898898,18,155
2032,100,61.3266818700114,16,144
2033,100,53.9887875332573,13,130
2034,100,47.8903458760927,12,119
2035,100,41.6969783352338,10,103
2036,100,36.1481375902699,9,86
2037,100,31.4878373242113,8,73
2038,100,27.594545800076,7,60
2039,100,23.8720068415051,6,50
2040,100,20.9307297605473,5,42
2041,100,18.0420942607374,5,35
2042,100,15.6153553781832,4,31
2043,100,13.4520144431775,3,28
2044,100,11.289338654504,3,22
2045,100,9.51349296845306,2,17
2046,100,8.11288483466363,2,13
2047,100,6.79114405169137,1,11
2048,100,5.5770619536298,1,9
2049,100,4.52537058152794,0,7
2050,100,3.67806917521855,0,6
2051,100,2.9043139490688,0,5
2052,100,2.21598251615355,0,4
2022,150,300,300,300
2023,150,266.441943127962,89.8,325
2024,150,240.033965244866,70.2,325
2025,150,211.535150078989,61.8,318.6
2026,150,185.508293838863,54,309
2027,150,161.23775671406,47.05,297.4
2028,150,141.882701421801,36.1,280
2029,150,122.817930489731,23.15,271
2030,150,108.607819905213,16,259.2
2031,150,93.760663507109,14.4,235.8
2032,150,80.2424960505529,13.5,207.6
2033,150,68.9214060031596,11.8,188
2034,150,59.5687203791469,10.1,155
2035,150,51.1903633491311,9,143
2036,150,44.9751184834123,8.05,125.6
2037,150,39.313981042654,8,88.8000000000001
2038,150,33.3550552922591,7,68.8000000000001
2039,150,28.3653238546603,6,59
2040,150,23.2492101105845,6,50
2041,150,19.7973933649289,5,42.8500000000001
2042,150,16.6998420221169,4,35
2043,150,14.2725118483412,4,30
2044,150,11.9632701421801,3,24.6000000000001
2045,150,10.2065560821485,2,22
2046,150,8.28396524486572,2,17
2047,150,6.84478672985782,1,11
2048,150,5.3716429699842,1,8
2049,150,4.34320695102686,0,7
2050,150,3.52251184834123,0,6
2051,150,2.7654028436019,0,5
2052,150,2.10703001579779,0,4
