"years","V2","V3","V4"
2023,16,16,16
2024,15,16,18
2025,12,15,18
2026,15,14,20
2027,15,16,20
2028,16,16,19
2029,13,14,21
2030,13,14,22
2031,10,15,23
2032,10,17,20
2033,10,17,17
2034,8,17,18
2035,9,16,17
2036,7,13,16
2037,7,13,15
2038,7,12,14
2039,7,14,13
2040,6,13,13
2041,5,13,11
2042,3,13,12
2043,3,12,13
2044,3,13,15
2045,3,14,12
2046,2,13,11
2047,2,12,11
2048,1,9,10
2049,0,8,11
2050,0,7,11
2051,0,7,11
2052,0,7,9
2053,0,7,8
