"years","V2","V3","V4"
2023,74,74,74
2024,73,72,72
2025,70,73,73
2026,81,85,85
2027,83,98,98
2028,81,109,109
2029,89,119,119
2030,89,123,123
2031,96,117,117
2032,88,101,101
2033,82,114,114
2034,92,120,120
2035,94,133,133
2036,95,133,133
2037,96,127,127
2038,100,124,124
2039,90,107,107
2040,80,100,100
2041,75,96,96
2042,58,99,99
2043,58,95,95
2044,55,95,95
2045,62,88,88
2046,69,95,95
2047,76,95,95
2048,75,98,98
2049,61,109,109
2050,73,116,116
2051,74,112,112
2052,54,91,91
2053,54,96,96
