"years","initN","mean","lcl","ucl"
2022,100,200,200,200
2023,100,187.255345645319,163,219
2024,100,175.092074931772,129,221
2025,100,163.471582628971,51,220
2026,100,152.420921544209,45,218
2027,100,141.996224265388,41,214
2028,100,132.186209957341,38,209
2029,100,122.64392835378,35,203
2030,100,113.852216422458,32,196
2031,100,105.509604938926,30,189
2032,100,97.521091121062,28,181
2033,100,90.0689965819666,26,173
2034,100,83.017341882833,24,165
2035,100,76.5804562677195,23,157
2036,100,70.1841631117352,21,148
2037,100,64.2819877586709,20,140
2038,100,58.8098288333642,18.75,131
2039,100,53.641291963647,17,122
2040,100,48.9436289446491,16,114
2041,100,44.5398439363027,15,105
2042,100,40.4735367372354,14,96
2043,100,36.7014718740892,13,88
2044,100,33.0236877666199,12,78
2045,100,29.7251132720384,11,68.5
2046,100,26.6449815850136,10,56
2047,100,23.9082893934978,10,40
2048,100,21.3702935799263,9,30
2049,100,18.9957009618187,8,26
2050,100,16.8557934341962,7,23
2051,100,14.7804575925386,7,20
2052,100,12.9360112344665,6,19
2022,150,300,300,300
2023,150,277.517941342889,240,327
2024,150,256.52018106375,87.325,329
2025,150,236.926725763863,71,326
2026,150,219.112999811392,63,320
2027,150,202.097887589589,57,313
2028,150,185.834637872501,52,305
2029,150,171.076009053187,48,294
2030,150,155.843337419842,43,281
2031,150,142.673212938514,39.325,268
2032,150,129.970152772539,36,255
2033,150,118.854347416069,33,241
2034,150,108.059152206714,30,225
2035,150,98.117455677103,28,211
2036,150,89.4084779328555,26,196.700000000001
2037,150,80.696388155413,23,180
2038,150,73.1581242927197,21.5,167
2039,150,66.0881742738589,20,153
2040,150,59.1482459449264,18,138
2041,150,52.8843832516032,17,125
2042,150,47.2802480196152,16,111
2043,150,41.9110005658242,14,98
2044,150,37.3687052055828,13,87
2045,150,33.3247595247077,12,75
2046,150,29.313820256507,11,62.3500000000004
2047,150,26.0397019992456,10,46
2048,150,22.976494718974,9.57499999999999,32.3500000000004
2049,150,20.2806488117691,9,27
2050,150,17.7419370049038,8,23.75
2051,150,15.5273953225198,7,21
2052,150,13.5315447001132,7,19
